stem,bad,H,W,covIoU,cut,drift_top,drift_bot,arc_ratio,kmax_mid,kmax_env,p_top,p_bot,q_top,q_bot
200,0,480,240,0.9561586638830898,1,0.0020833333333333333,0.04166666666666663,0.9451603583964658,2.3067115100590376,2.536895591554056,True,True,False,False
201,0,480,240,0.8604651162790697,1,0.020833333333333332,0.1166666666666667,1.1017177665011029,5.331016803753338,5.826529015805935,False,False,True,False
202,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.94247323953947,1.4089578602790325,2.8894621623941497,True,True,False,False
203,0,480,240,0.9166666666666667,1,0.022916666666666665,0.05833333333333335,0.9062752866819692,2.2234047441226696,2.614665767005113,False,True,False,False
204,0,480,240,0.9619450317124736,1,0.0,0.03749999999999998,0.95142904286706,0.8159500739215295,2.132453315457679,False,True,False,False
205,0,480,240,0.9749478079331941,1,0.010416666666666666,0.014583333333333393,0.9589811001132186,1.3749713855993428,1.3956884781177297,True,True,False,False
206,0,480,240,0.861297539149888,0,0.018750000000000003,0.11041666666666672,1.1050743671159184,3.859726089931704,3.8278050857798953,False,False,False,False
207,0,480,240,0.8091106290672451,0,0.075,0.10833333333333339,0.8066503697923035,2.098162365113828,3.0077129236196356,False,False,False,False
208,0,480,240,0.891647855530474,0,0.010416666666666671,0.08958333333333335,1.0738149402383468,3.6401917782804434,5.056906722238765,False,False,False,False
209,0,480,240,0.9220779220779222,1,0.010416666666666666,0.06458333333333333,1.0214825798191314,4.025480433974649,5.2688647463216824,True,False,False,False
210,0,480,240,0.8768267223382046,1,0.04791666666666667,0.07499999999999996,0.8746447441951202,2.0510957783670944,3.2645962347286264,True,True,False,False
211,0,480,240,0.9081419624217119,1,0.0375,0.054166666666666696,0.9009638825437004,1.3817281337370875,2.9153609993954444,True,True,False,False
212,0,480,240,0.9470198675496688,1,0.0,0.050000000000000044,0.9513084099513178,2.4261740382730133,3.221750337222689,False,True,False,False
213,0,480,240,0.8789144050104384,1,0.0020833333333333333,0.11875000000000002,1.1063340004075808,2.8478510778094015,2.9581123297503424,True,False,False,True
214,0,480,240,0.9164926931106472,1,0.04791666666666667,0.03541666666666665,0.9231433501383339,3.0555148854652843,3.1732875222443875,True,True,False,False
215,0,480,240,0.8639308855291576,1,0.029166666666666667,0.1020833333333333,1.091949669042299,2.900264761475532,3.2863111584267486,True,False,False,False
216,0,480,240,0.9254385964912281,1,0.018749999999999996,0.05208333333333337,0.9582736331822983,2.251860814433425,2.776885283975627,False,True,False,False
217,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9654908391857712,3.7803896546672644,4.274294207427142,True,True,False,False
218,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9558231734947936,2.7668532736016735,3.2757852293944145,True,True,False,False
219,0,480,240,0.8392484342379959,1,0.0875,0.07291666666666663,0.8353849334078962,1.9965117819624272,3.244164487455062,True,True,False,False
220,0,480,240,0.9353348729792148,0,0.027083333333333327,0.03125,1.0545117398860648,2.1668702358842413,2.5957919004641736,False,False,False,False
221,0,480,240,0.8881720430107527,0,0.04166666666666667,0.06666666666666665,0.8804698658263967,2.3784362965733967,3.035395041194447,False,False,False,False
222,0,480,240,0.9008438818565401,0,0.0625,0.03541666666666665,1.0275178486170233,0.9749413695350098,1.017623246717077,False,False,False,False
223,0,480,240,0.9766949152542372,1,0.0125,0.01041666666666663,0.9963611922196531,0.8500680205981752,1.6297078038030914,False,True,False,False
224,0,480,240,0.9685534591194968,1,0.0125,0.018750000000000044,0.9955331974689726,3.0634309792380523,3.3142560684691804,False,True,False,False
225,0,480,240,0.9469214437367304,0,0.020833333333333336,0.03125,0.9622884486026598,1.6866506367616758,2.9661808924709487,False,False,False,False
226,0,480,240,0.9146608315098468,0,0.014583333333333332,0.06666666666666665,1.097083404324215,2.0065214854252322,3.3538535465439256,False,False,False,False
227,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9608523095964826,2.13330502375184,2.719786893675975,True,True,False,False
228,0,480,240,0.9703389830508473,1,0.0125,0.01666666666666672,0.9963530267606376,2.003300770463833,2.924213192435481,False,True,False,False
229,0,480,240,0.9652928416485901,1,0.004166666666666666,0.029166666666666674,0.9682048971209043,1.862430961023424,2.6156397774166016,False,True,False,False
230,0,480,240,0.9665271966527197,1,0.0,0.033333333333333326,0.971770543788689,3.413189223981873,3.92703366716194,True,False,True,False
231,0,480,240,0.8736616702355461,0,0.016666666666666666,0.10624999999999996,1.1008308343697777,3.517719353927513,4.684499993273437,False,False,False,False
232,0,480,240,0.9123173277661795,1,0.05,0.03749999999999998,0.906059665813865,1.3371371946856963,2.480428161242212,True,True,False,False
233,0,480,240,0.91991341991342,1,0.006249999999999999,0.0708333333333333,0.9283106127854881,1.4214428584406464,1.6045691181722521,False,True,False,False
234,0,480,240,0.8482905982905984,0,0.027083333333333334,0.12083333333333324,1.190180538244028,3.3836536071286947,4.308349051066528,False,False,False,False
235,0,480,240,0.9937369519832986,1,0.0020833333333333333,0.004166666666666652,0.9858597166193412,1.1179267180126493,1.3987157439723934,True,True,False,False
236,0,480,240,0.9234042553191489,1,0.03125,0.043749999999999956,1.012397090821149,3.203804505504405,3.600702321627617,True,False,False,False
237,0,480,240,0.9418103448275862,1,0.018750000000000003,0.03749999999999998,0.9359116635473362,2.6216910207902906,2.6793763129821313,False,True,False,False
238,0,480,240,0.9874476987447699,1,0.0125,0.0,0.9904811469743516,2.9566560231646712,3.1414307905537684,False,True,False,True
239,0,480,240,0.9206680584551149,1,0.0125,0.06666666666666665,0.9189471805841364,0.5399599601925386,0.7919265168201034,True,True,False,False
240,0,480,240,0.8733031674208144,0,0.043750000000000004,0.07291666666666674,1.0329866792726057,3.704022233889765,4.221520452954234,False,False,False,False
241,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.928331250206496,1.4030586902922941,2.685867873940815,True,True,False,False
242,0,480,240,0.9373695198329853,1,0.029166666666666667,0.033333333333333326,0.9507109199530859,2.7900669234695075,3.96349845212837,True,True,False,False
243,0,480,240,0.9916142557651992,1,0.0,0.008333333333333304,0.9785520873637236,1.463948718866784,1.749734851458341,True,False,True,False
244,0,480,240,0.987152034261242,1,0.006249999999999999,0.006249999999999978,0.9820482770616143,2.179182455441872,2.434929993613749,False,True,False,False
245,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9603236263517726,2.64639884591883,3.39762371453464,True,True,False,False
246,0,480,240,0.9478079331941545,1,0.01875,0.033333333333333326,0.9257663295914087,2.9215760442871046,3.4285498036714737,True,True,False,False
247,0,480,240,0.987012987012987,1,0.0125,0.0,0.9842261384445657,1.8755969919186435,2.6191980447014953,True,False,False,False
248,0,480,240,0.867391304347826,1,0.01875,0.10833333333333339,1.095691489543208,3.0195808787671,3.192689886711988,True,False,False,False
249,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9667635350898843,2.5773716510256253,3.40918038763002,True,True,False,False
250,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9594384687273477,2.2690003029452916,3.3801218322511084,True,True,False,False
251,0,480,240,0.9261603375527426,1,0.035416666666666666,0.03749999999999998,0.9628421533803858,3.403662076364477,5.1905592528659525,False,True,False,False
252,0,480,240,0.9331896551724138,0,0.029166666666666667,0.03541666666666665,0.952021689543342,2.2698239765803727,6.091570883985093,False,False,False,False
253,0,480,240,0.8927680798004988,0,0.04791666666666666,0.04166666666666663,1.2531371271295928,3.8686211566956463,6.799921894705954,False,False,False,False
254,0,480,240,0.8698481561822126,1,0.0125,0.11250000000000004,1.094485210618159,2.6023901166043797,4.209390512668437,True,False,False,False
255,0,480,240,0.8558352402745996,0,0.041666666666666664,0.08958333333333335,1.0511114409588505,0.6751774836853313,2.5548220431847994,False,False,False,False
256,0,480,240,0.7905405405405406,1,0.16041666666666668,0.033333333333333326,0.8561981471256755,2.2926175159040447,2.423066997159126,True,False,False,False
257,0,480,240,0.9227557411273487,1,0.0125,0.06458333333333333,0.91529620286946,0.6769069352862593,1.473824303020844,True,True,False,False
258,0,480,240,0.9260042283298097,0,0.03958333333333334,0.033333333333333326,0.9274766563387365,3.5269537182609314,4.323921170181292,False,False,False,False
259,0,480,240,0.9339019189765458,1,0.02916666666666667,0.03541666666666665,0.9361918469693712,1.3710188333530113,3.472910292241111,False,True,False,False
260,0,480,240,0.972457627118644,0,0.02291666666666667,0.004166666666666652,1.0262363992622032,1.907446468628573,4.065056149606944,False,False,False,False
261,0,480,240,0.8684210526315789,0,0.014583333333333335,0.11041666666666672,1.1329826563317649,0.3886297786488509,2.9381917875585963,False,False,False,False
262,0,480,240,0.9430379746835443,1,0.04583333333333334,0.01041666666666663,1.0558163691227243,2.800816250342264,4.118929312767072,False,True,False,False
263,0,480,240,0.9164926931106472,1,0.05,0.033333333333333326,0.8964794029316842,3.003524391928808,4.649312758270351,True,True,False,False
264,0,480,240,0.9461206896551724,1,0.01666666666666667,0.03541666666666665,0.938697627858901,2.144598691198262,2.6813935992458706,False,True,False,False
265,0,480,240,0.9624217118997912,1,0.004166666666666667,0.033333333333333326,0.9503006215055327,1.9791897207202425,2.319862941553894,True,True,False,False
266,0,480,240,0.9624217118997912,1,0.004166666666666667,0.033333333333333326,0.9877113297750224,2.666290763893092,3.977736068792982,True,True,False,False
267,0,480,240,0.956989247311828,1,0.010416666666666664,0.03125,0.9522762911142085,2.1562479206251894,2.5630028028529224,False,True,False,False
268,0,480,240,0.8980477223427332,1,0.0125,0.0854166666666667,1.0612177341209115,1.692570467565997,2.707626428990743,True,False,False,False
269,0,480,240,0.9600000000000001,1,0.0041666666666666675,0.03541666666666665,0.9568715923228543,2.2514211219630273,2.4168396498294165,False,True,False,False
270,0,480,240,0.9144050104384134,1,0.04791666666666667,0.03749999999999998,0.9106243595802845,1.899442765273816,2.261878867869403,True,True,False,False
271,0,480,240,0.9518828451882846,1,0.0125,0.03541666666666665,0.9616824894021627,2.1532886839882988,2.991283207789716,True,False,False,False
272,0,480,240,0.930817610062893,1,0.052083333333333336,0.01666666666666672,1.0363256247266486,2.7585525480604254,3.21891176530297,False,True,False,False
273,0,480,240,0.9576271186440677,0,0.006249999999999999,0.03541666666666665,0.9717432992578842,2.5896156537133495,3.557458689076255,False,False,False,False
274,0,480,240,0.8636363636363636,1,0.0125,0.11875000000000002,1.1253891225523953,2.2341346555733983,2.9183552564126676,True,False,False,False
275,0,480,240,0.8862660944206009,1,0.04791666666666666,0.0625,0.8997322824960632,2.103341661119994,3.1516348888672363,False,True,False,False
276,0,480,240,0.894144144144144,1,0.0875,0.01041666666666674,0.909995867025796,1.5597068038464574,2.459066614033414,True,False,False,False
277,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.976926969120933,1.9443893851929175,2.852912686402141,True,True,False,False
278,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9715599224021647,2.6823010580471527,3.703872921624305,True,True,False,False
279,0,480,240,0.9122055674518201,1,0.02291666666666667,0.0625,0.9121380779524046,2.26589610490852,2.969186731569548,False,True,False,False
280,0,480,240,0.864367816091954,1,0.05,0.07291666666666663,0.9938099012820529,3.324086830908355,4.951437285211693,True,False,False,False
281,0,480,240,0.8333333333333333,1,0.04791666666666667,0.11250000000000004,1.0843577551852852,2.5597352633115937,2.937208338078413,True,False,False,False
282,0,480,240,0.9958246346555324,1,0.004166666666666667,0.0,0.979954387968073,2.4216310204913643,3.1218911506242653,True,True,False,True
283,0,480,240,0.9081419624217119,1,0.05,0.04166666666666663,0.9217142025769873,2.4883146273549634,3.2646880891204417,True,True,False,False
284,0,480,240,0.8329853862212943,1,0.04791666666666667,0.11875000000000002,0.8005506169265151,1.6399426801836476,3.9161888859979093,True,True,False,False
285,0,480,240,0.8956158663883089,1,0.052083333333333336,0.05208333333333337,0.9026249185680628,1.8808459947665828,2.6851046472723312,True,True,False,False
286,0,480,240,0.989451476793249,0,0.0041666666666666675,0.006249999999999978,0.9776878916979963,2.2477563486352543,2.9481336741584965,False,False,False,False
287,0,480,240,0.9217758985200845,1,0.037500000000000006,0.039583333333333304,0.9350141127767584,2.368436172662674,3.2590373233278105,False,True,False,False
288,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9477073737463214,2.645049930755142,3.3420073264775616,True,True,False,False
289,0,480,240,0.8552631578947368,0,0.025,0.11250000000000004,1.1760871977078582,1.7528922446457178,2.8702316540591517,False,False,False,False
290,0,480,240,0.897196261682243,0,0.004166666666666666,0.08750000000000002,1.0880309109155537,1.1918337475093415,2.4664926489552683,False,False,False,False
291,0,480,240,0.9463869463869463,1,0.00625,0.04166666666666674,1.0247517107037611,1.5064547275107083,1.7263941890191645,True,False,False,False
292,0,480,240,0.9435146443514645,1,0.04375,0.012499999999999956,1.0615211107187785,3.3968912820534145,5.077865395539644,False,True,False,False
293,0,480,240,0.9640591966173362,1,0.0125,0.022916666666666696,0.9750976770203196,2.4349680776565017,3.021079627703024,True,False,False,False
294,0,480,240,0.9728601252609603,1,0.004166666666666667,0.022916666666666696,0.9644454041205645,1.286286786554051,2.057379276606651,True,True,False,False
295,0,480,240,0.9911111111111112,0,0.004166666666666666,0.004166666666666652,0.9704698347961344,1.024516321943449,3.9058568702117245,False,False,False,False
296,0,480,240,0.8857142857142856,0,0.004166666666666666,0.10416666666666674,1.1223352446779367,1.1859374577811974,2.1526655668536194,False,False,False,False
297,0,480,240,0.9519832985386222,1,0.010416666666666666,0.03749999999999998,0.9529912689339093,0.3175558136239429,0.6705357003032304,True,True,False,False
298,0,480,240,0.8852813852813853,1,0.0125,0.09791666666666665,1.1195807822216821,2.7891638140883597,3.838518011390087,True,False,False,False
299,0,480,240,0.8684759916492693,1,0.05416666666666667,0.07708333333333339,0.8702407850920951,2.219471797187093,3.452049950112033,True,True,False,False
300,0,480,240,0.9388185654008437,1,0.043750000000000004,0.01666666666666672,1.0365430465951102,2.60052643892076,3.548721678118247,False,True,False,False
301,0,480,240,0.8590021691973969,1,0.05,0.0854166666666667,1.0737458063957195,2.878131423936801,4.212513835242816,True,False,False,False
302,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9499323614994948,0.5477772791434964,1.3691856131742761,True,True,False,False
303,0,480,240,0.954070981210856,1,0.010416666666666666,0.03541666666666665,0.9491510209715499,1.9957860835886958,2.4918996207190713,True,True,False,False
304,0,480,240,0.9745222929936306,1,0.004166666666666666,0.02083333333333337,0.9846785944226598,2.6514546361495994,2.948524850507789,False,True,False,False
305,0,480,240,0.8361702127659575,1,0.04166666666666667,0.11875000000000002,1.149522761651147,1.3666252208266685,1.937339033840295,False,False,False,True
306,0,480,240,0.8622129436325677,1,0.058333333333333334,0.07916666666666672,0.8644907301312631,2.180877979162351,2.6897616522898424,True,True,False,False
307,0,480,240,0.8351409978308025,1,0.04791666666666667,0.11041666666666672,1.0814624530118924,2.545018004738509,3.6424363781238367,True,False,False,False
308,0,480,240,0.9665970772442588,1,0.01875,0.014583333333333393,0.9835208736641314,1.2950735100674948,1.6515863960431316,True,True,False,False
309,0,480,240,0.929637526652452,1,0.04375000000000001,0.025000000000000022,1.0084250617264796,2.1965624825329613,2.4674387140404765,False,True,False,False
310,0,480,240,0.9104477611940298,1,0.02916666666666667,0.05833333333333335,0.9216245015384591,3.4675631076149167,3.378713838304188,False,True,False,False
311,0,480,240,0.8914405010438413,1,0.04791666666666667,0.060416666666666674,0.9016940215184276,2.823611848401839,3.8087926637361256,True,True,False,False
312,0,480,240,0.9144050104384134,1,0.04791666666666667,0.03749999999999998,0.8992286247783032,0.9535511740504724,1.6640194594774262,True,True,False,False
313,0,480,240,0.8924731182795699,1,0.0,0.10416666666666663,1.1342595607799297,2.197745773997832,2.361512410665817,True,False,True,False
314,0,480,240,0.8777777777777778,0,0.008333333333333335,0.10625000000000007,1.1261182554447986,1.5311443648777792,2.1699710860853845,False,False,False,False
315,0,480,240,0.8593406593406593,0,0.02708333333333333,0.10625000000000007,1.1788480544097675,1.2937178494666384,2.5555973568153036,False,False,False,False
316,0,480,240,0.952914798206278,0,0.020833333333333336,0.022916666666666696,1.0192142933428718,1.9206822500068998,3.4539448854635624,False,False,False,False
317,0,480,240,0.9394572025052192,1,0.025,0.03541666666666665,0.9413603639157544,3.053058992407918,3.831080466892505,True,True,False,False
318,0,480,240,0.8878281622911695,0,0.010416666666666664,0.08750000000000002,1.0725191563197398,3.6442642761341233,3.3889911655459595,False,False,False,False
319,0,480,240,0.9862385321100918,1,0.0125,0.0,0.9725248395007051,3.0193766394119703,4.333054487316117,True,False,False,False
320,0,480,240,0.9538784067085955,1,0.008333333333333335,0.03749999999999998,0.9498010873665383,1.32754837247668,1.5938718015813675,False,True,False,False
321,0,480,240,0.889121338912134,1,0.0125,0.09791666666666665,0.8851505713191485,1.1103492333391352,1.7545855494724993,True,False,False,False
322,0,480,240,0.9750566893424037,0,0.018749999999999996,0.004166666666666652,0.9982167375885707,0.3401327576073032,0.5560535051639826,False,False,False,False
323,0,480,240,0.8933054393305438,1,0.05416666666666667,0.05208333333333337,0.896880228271269,2.53702965759466,3.1433901292647564,True,False,False,False
324,0,480,240,0.8571428571428572,1,0.010416666666666666,0.12708333333333333,1.0563429497043282,2.8198772858931753,4.772104579428992,True,False,False,False
325,0,480,240,0.881104033970276,0,0.11041666666666666,0.006249999999999978,1.11296158909522,1.7879430239711593,4.360667384973779,False,False,False,False
326,0,480,240,0.9812108559498955,1,0.004166666666666667,0.014583333333333393,1.0429868692924844,2.835804608700537,4.3154980989179235,True,True,False,False
327,0,480,240,0.9684873949579832,1,0.002083333333333333,0.029166666666666674,0.9926161570640867,3.4078214935415434,4.248721657600751,False,True,False,False
328,0,480,240,0.9519832985386222,1,0.0125,0.03541666666666665,0.9745919268187497,0.8188879840874578,1.6258788582366832,True,True,False,False
329,0,480,240,0.9121338912133891,1,0.03333333333333333,0.054166666666666696,0.9089676939993224,1.1042726005701236,1.9030368036760958,False,True,False,False
330,0,480,240,0.8806941431670282,1,0.010416666666666666,0.10416666666666674,1.126464118416704,1.4604281383621012,2.5724961034806615,True,False,False,False
331,0,480,240,0.9199134199134199,1,0.05,0.027083333333333348,0.9215610816720615,0.950842734018108,1.908323333599316,True,False,False,False
332,0,480,240,0.807017543859649,0,0.07708333333333332,0.10625000000000007,1.220867541755211,0.9534735172979955,4.793421792288995,False,False,False,False
333,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9477656706739436,3.0879381863597173,2.9814336316978367,True,True,False,False
334,0,480,240,0.8329853862212943,1,0.0875,0.07916666666666672,0.8290370651822356,2.4753444161374953,3.1190191306628856,True,True,False,False
335,0,480,240,0.9418103448275862,1,0.018750000000000003,0.03749999999999998,0.9364054983733089,0.45817406791627957,1.282408746288706,False,True,False,False
336,0,480,240,0.9081419624217119,1,0.016666666666666666,0.07499999999999996,0.8850254448112913,2.642026019035202,3.731506478236144,True,True,False,False
337,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9287978670253748,1.0994771688963272,1.8458834621129778,True,True,False,False
338,0,480,240,0.8502202643171806,0,0.03333333333333334,0.10833333333333339,1.089763284109093,3.1705477818821035,3.391860732010538,False,False,False,False
339,0,480,240,0.9144050104384134,1,0.05,0.03541666666666665,0.9175592172668817,0.739608430633078,1.4767353744738734,True,True,False,False
340,0,480,240,0.8739130434782608,0,0.008333333333333333,0.11250000000000004,1.0991318878921537,1.7047771773540596,3.1226281074634477,False,False,False,False
341,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9373283145915536,0.6194567983903347,1.3204503914085846,True,True,False,False
342,0,480,240,0.8413361169102297,1,0.08541666666666667,0.07291666666666663,0.8285104575534695,1.8607400413856874,2.9622161911845777,True,True,False,False
343,0,480,240,0.8698481561822126,1,0.010416666666666666,0.11458333333333337,1.1131421755182112,3.0480050327094523,3.9706659780502838,True,False,False,False
344,0,480,240,0.8267223382045928,1,0.07916666666666666,0.09375,0.8258203880780868,1.5616146122126655,1.944420414763873,True,True,False,False
345,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9680229234666973,3.110715718842419,3.3240354702888433,True,True,False,False
346,0,480,240,0.941544885177453,1,0.027083333333333334,0.03125,0.9379984552299554,1.121889211067792,1.31227712977132,True,True,False,False
347,0,480,240,0.9400428265524625,1,0.02291666666666667,0.03541666666666665,0.9260034533358724,1.4179546996971655,2.607504120908738,False,True,False,False
348,0,480,240,0.8846153846153847,1,0.0125,0.09999999999999998,0.8804252531869031,2.3704196748749036,2.369491523766712,False,True,False,False
349,0,480,240,0.9081419624217119,1,0.010416666666666666,0.08125000000000004,0.8920780470564281,1.5628768463651854,2.209743699235129,True,True,False,False
350,0,480,240,0.8645598194130925,0,0.008333333333333338,0.1166666666666667,1.0812821622940079,4.466021653087471,6.0379426358231365,False,False,False,False
351,0,480,240,0.9144050104384134,1,0.04791666666666667,0.03749999999999998,0.9312022078298247,1.9481284757394628,2.6579276143776145,True,True,False,False
352,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9650990174611522,2.070462278059214,2.5585610777210284,True,True,False,False
353,0,480,240,0.9144050104384134,1,0.04791666666666667,0.03749999999999998,0.8974853564760714,1.1594475407481006,2.448025567418925,True,True,False,False
354,0,480,240,0.9162679425837321,0,0.008333333333333331,0.06458333333333333,1.0644499705093216,0.8613351710170587,1.8036592837414667,False,False,False,False
355,0,480,240,0.954070981210856,1,0.010416666666666666,0.03541666666666665,0.9613619432105198,2.23986625693479,3.4816733735059278,True,True,False,False
356,0,480,240,0.8701298701298701,1,0.010416666666666666,0.11458333333333337,1.1189997061831563,0.742694915142212,1.7892054533291548,True,False,False,False
357,0,480,240,0.9466019417475728,1,0.010416666666666666,0.03541666666666665,0.903647296793325,1.907245618119686,3.793531988147016,True,False,False,False
358,0,480,240,0.8319148936170213,1,0.022916666666666665,0.14166666666666672,0.8085486657156246,2.767061086511845,3.707535703149627,False,True,False,False
359,0,480,240,0.8225469728601252,1,0.05416666666666667,0.12291666666666667,0.8235526063052354,2.567882723345148,2.8618573949318074,True,True,False,False
360,0,480,240,0.8445378151260504,1,0.08124999999999999,0.07291666666666663,0.85853905774852,1.9568469241781679,3.624837405195778,False,True,False,False
361,0,480,240,0.8741865509761388,1,0.010416666666666666,0.11041666666666672,1.0996215688556563,1.37189095474955,2.048019194680449,True,False,False,False
362,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9626664192796215,3.05427100487125,4.134234163788204,True,True,False,False
363,0,480,240,0.7995824634655533,1,0.16458333333333333,0.03541666666666665,0.8072379194087116,0.24066796912254362,2.008446296772227,True,True,False,False
364,0,480,240,0.895615866388309,1,0.04375,0.060416666666666674,0.9437427883400781,3.040630230455425,4.096079602875887,True,True,False,False
365,0,480,240,0.8705636743215032,1,0.041666666666666664,0.08750000000000002,0.8898830477146337,0.24962589496366316,0.5960070946301371,True,True,False,False
366,0,480,240,0.8568281938325989,0,0.03333333333333334,0.10208333333333341,1.08080056521115,1.7468954658542013,1.7948338137891116,False,False,False,False
367,0,480,240,0.9519650655021833,0,0.0041666666666666675,0.04166666666666674,1.068160924191868,2.815969371062549,3.1073619153497627,False,False,False,False
368,0,480,240,0.9532019704433498,0,0.002083333333333333,0.03749999999999998,1.0062301018496405,0.9220245173602766,1.6662870150073126,False,False,False,False
369,0,480,240,0.9539748953974896,1,0.0125,0.033333333333333326,0.9406737069901049,0.6004027579823339,1.1169778286233336,True,False,False,False
370,0,480,240,0.864367816091954,1,0.052083333333333336,0.0708333333333333,1.0210069036413858,1.2124694807912308,2.6655178006963682,True,False,False,False
371,0,480,240,0.8463203463203463,1,0.05,0.09791666666666665,1.0348115586702111,0.8310693534121825,1.5357007223926826,True,False,False,False
372,0,480,240,0.8914405010438414,1,0.010416666666666666,0.09791666666666665,0.8922653290376217,0.7279836277303028,1.6088493100006767,True,True,False,False
373,0,480,240,0.8058455114822546,1,0.08125,0.11250000000000004,0.8079577313148952,2.30705101469795,2.8654148126987056,True,True,False,False
374,0,480,240,0.9733009708737862,0,0.014583333333333337,0.008333333333333415,0.9830891932495253,2.1969821621177945,2.6275816775161855,False,False,False,False
375,0,480,240,0.9515738498789346,1,0.0375,0.004166666666666763,0.9588668688573521,1.1443622391545154,2.6368642889546656,True,False,False,False
376,0,480,240,0.9152173913043478,0,0.008333333333333335,0.07291666666666674,1.054514902229786,2.3026117438347855,3.5696398398399993,False,False,False,False
377,0,480,240,0.9472573839662447,1,0.01666666666666667,0.03541666666666665,1.0027551194698723,2.350989951478218,3.7579578817360533,False,True,False,False
378,0,480,240,0.8601398601398601,0,0.060416666666666674,0.06458333333333333,0.9432467696306508,2.52101957645844,4.2590148529457075,False,False,False,False
379,0,480,240,0.8475991649269311,1,0.05625,0.09583333333333333,0.8389919294721192,1.0824125259170092,2.023617805174716,True,True,False,False
380,0,480,240,0.9327354260089685,1,0.04791666666666667,0.014583333333333393,0.9240839476663641,1.062576539869537,1.631058620612119,True,False,False,False
381,0,480,240,0.9848156182212582,1,0.0125,0.002083333333333326,0.9861719732549846,2.014399203410355,3.229482097664575,True,False,False,False
382,0,480,240,0.8666666666666666,1,0.08541666666666667,0.03125,0.8847210229568374,4.425649291123407,5.825555209014472,True,False,False,False
383,0,480,240,0.9498956158663884,1,0.0125,0.03749999999999998,0.9831330490380468,0.7434681469097105,1.3413794182121321,True,True,False,False
384,0,480,240,0.8997912317327766,1,0.06666666666666667,0.033333333333333326,0.8903713684076688,1.4642867630274548,2.0107083312365654,True,True,False,False
385,0,480,240,0.8351648351648351,0,0.03958333333333333,0.1166666666666667,1.150981963636564,2.403982209803497,3.946026798806991,False,False,False,False
386,0,480,240,0.9144050104384134,1,0.04791666666666667,0.03749999999999998,0.8772456672127947,2.4632629297597974,4.100613062810077,True,True,False,False
387,0,480,240,0.857487922705314,1,0.09791666666666667,0.025000000000000022,0.9087906821044034,3.9589976612830315,4.293872201883237,True,False,False,False
388,0,480,240,0.8926940639269406,0,0.008333333333333331,0.08958333333333335,1.1445477795691208,0.9387504843406566,1.7169148781315573,False,False,False,False
389,0,480,240,0.9518828451882846,1,0.010416666666666668,0.03749999999999998,0.9143330775197401,0.6887638019215452,0.9681167869223549,False,True,False,False
390,0,480,240,0.7578288100208768,1,0.11458333333333333,0.12708333333333333,0.7364798284946293,1.8793311745256767,3.544513150141039,True,True,False,False
391,0,480,240,0.8977272727272726,0,0.07916666666666666,0.014583333333333393,0.9117519367434536,0.9829943171963589,1.7721880000475303,False,False,False,False
392,0,480,240,0.8616780045351474,0,0.04583333333333333,0.08125000000000004,0.9034872612652937,4.374394873443897,5.722620633166959,False,False,False,False
393,0,480,240,0.8872017353579176,1,0.008333333333333333,0.09999999999999998,1.0618418562209437,1.7423115433205631,3.861945971632788,True,False,False,False
394,0,480,240,0.9060402684563759,1,0.06875,0.018750000000000044,0.9472611774258198,2.550205363833027,2.7542881487733446,True,False,False,False
395,0,480,240,0.7515657620041754,1,0.10833333333333334,0.1395833333333334,0.7596064141240215,2.0581974460834256,2.841626201158691,True,True,False,False
396,0,480,240,0.9114832535885167,1,0.05,0.027083333333333348,0.9624702312666219,1.4666583489455522,2.024993999923766,True,False,False,False
397,0,480,240,0.9381663113006397,0,0.002083333333333333,0.05833333333333335,0.9173026171878373,1.0614999331802069,1.4908351565639417,False,False,False,False
398,0,480,240,0.7801724137931035,1,0.04375,0.16874999999999996,0.7782601670526483,1.2093865023419903,1.8496762074033175,False,True,False,False
399,0,480,240,0.9377682403433476,1,0.02291666666666667,0.03749999999999998,0.9515333600868887,2.3328664990549823,3.7894495776364563,False,True,False,False
400,0,480,240,0.6957446808510639,1,0.11041666666666668,0.1875,0.6773806074126125,1.494171214078625,3.112428514637286,False,True,False,False
